,steps,reward
0,16,16.0
1,32,32.0
2,45,45.0
3,31,31.0
4,13,13.0
5,35,35.0
6,16,16.0
7,14,14.0
8,48,48.0
9,20,20.0
10,17,17.0
11,26,26.0
12,45,45.0
13,40,40.0
14,15,15.0
15,60,60.0
16,19,19.0
17,15,15.0
18,24,24.0
19,16,16.0
