,steps,reward
293,112,-272.9439010595995
294,101,-261.43988987224805
295,117,-71.21793165091847
296,82,-187.53674820684506
297,80,-168.0543633962812
298,114,-69.57203242968951
299,65,-77.72517301330825
300,134,-89.75751617120305
301,130,-181.00324152667963
302,82,-133.23517160693677
303,97,-89.86911206903756
304,155,-290.96880032692764
305,92,-201.70751749181218
306,136,-177.37339044462698
307,83,-95.93872846034056
308,62,-84.97507829776472
309,64,-271.18637497732004
310,98,-135.80229750288441
311,71,-109.69373555710179
312,80,-79.4731517692841
313,70,-199.50427721884313
314,65,-117.28903546136931
315,71,-85.9638728260642
316,101,-330.83202756962396
317,60,-69.21519306665054
318,95,-284.4937625066098
319,79,-129.67028204159547
320,121,-96.93712515045321
321,75,-80.06925926559538
322,104,-140.09102317455816
323,87,-119.65734421222766
324,110,-339.9367719613981
325,125,-154.3193910463311
326,88,-116.82184005233299
327,123,-116.92392887001512
328,100,-92.34931287039079
329,92,-213.7099230319716
330,74,-86.10635579746268
331,97,-311.9597720918148
332,94,-115.29560767070497
333,69,-53.32088454346596
334,76,-74.24341111447916
335,97,-122.48109961994146
336,128,-156.21527283304994
337,124,-92.04908366418675
338,88,-124.82785849571795
339,59,-118.23996076001984
340,83,-105.34403804654914
341,92,-94.17575685135934
342,76,-125.63151773137946
343,127,-398.9621935894321
344,65,-99.20320731145983
345,80,-209.6862430334785
346,68,-32.28467042546855
347,96,-98.85965106788834
348,130,-121.4789826033799
349,78,-131.00674154797846
350,96,-140.17604355044637
351,66,-60.882247377575624
352,100,-99.26876124881413
353,99,15.670421602119646
354,67,-74.0705240515567
355,79,-234.7960510913852
356,95,-187.11665375736905
357,65,-71.18963948814869
358,87,-174.03448876706236
359,65,-96.99072871452572
360,142,-195.9756956563136
361,78,-310.5117760750834
362,79,-75.54061873294188
363,130,-249.3373042179628
364,136,-139.73658549081188
365,73,-98.43735974391831
366,104,-256.1117844700017
367,73,-119.42051376039078
368,121,-82.83826230136818
369,77,-78.7686020858998
370,78,-73.88005524180467
371,67,-80.62484243315903
372,112,-263.30002810059966
373,98,-147.6856884036003
374,112,-92.18924350754672
375,74,-156.96248624375863
376,97,-120.53023544066687
377,62,-64.43106934328779
378,67,-106.12415642662576
379,104,-297.6348574590097
380,110,-128.80048962187163
381,70,-318.80364640955577
382,91,-106.15876459948517
383,125,-174.37939964005778
384,129,-371.6229935675473
385,112,-141.56443425094687
386,98,-66.22933732534807
387,95,-106.28191048788825
388,72,-164.5251861860421
389,63,-72.85234153979849
390,94,-225.2170445775655
391,81,-90.86245000168465
392,77,-142.4948678423804
393,124,-187.4639840133309
394,97,-104.28938895819999
395,90,-132.09499864319642
396,83,-96.18501208994314
397,112,-161.3626858110498
398,100,-195.01291878964355
399,114,-135.65154530143414
400,79,-93.92109807934831
401,130,-131.49574616018876
402,105,-260.4048939725046
403,75,-305.7323989169128
404,106,-224.19469617313416
405,65,-106.607896772655
406,93,-205.94242915858314
407,63,-86.01589372773223
408,83,-107.9024899318489
409,154,-253.91749710171658
410,91,-83.81952540021192
411,114,-407.8723783052141
412,98,-88.08851328960829
413,150,-122.91069650643944
414,121,-176.8121070028788
415,100,-147.2644076689054
416,78,-72.07423047598222
417,110,-304.9500714552921
418,72,-89.77995460875232
419,157,-87.68690789621729
420,110,33.1757700527406
421,134,-256.9378367926251
422,139,-207.6484377898899
423,124,-91.24412658158298
424,79,-100.75483152533926
425,106,-327.205691849202
426,92,-147.6898803541747
427,63,-75.48647369997678
428,123,-34.845183079498085
429,69,-166.18310218083434
430,98,-165.12490889994208
431,92,-89.79194679372063
432,87,-124.85801363490678
433,88,-78.66350101223885
434,69,-88.92262177747232
435,72,-106.77785970575844
436,112,-38.835872818402265
437,143,-174.76795096158872
438,81,-88.8505672805897
439,82,-249.05157105422046
440,80,-174.21597012149476
441,116,-127.98989251743566
442,110,-272.33099552336705
443,94,-4.0443976221720845
444,91,-103.09350749775608
445,179,-33.47923102704057
446,78,-147.87773080490547
447,94,-72.6626361548114
448,68,-60.35355118273329
449,96,-239.19160275068285
450,89,-98.67094708072854
451,94,-208.0831107260829
452,84,-352.6793846374531
453,81,-62.86604563816213
454,116,-97.32450679636932
455,93,-82.13696840769236
456,89,-13.778437750790161
457,97,-116.2421051400706
458,127,-158.26771335419227
459,103,-315.682305327849
460,115,-119.40345926495687
461,69,-52.707721606834184
462,121,-223.7511598335736
463,119,-134.05356094672845
464,125,-31.12353593068181
465,136,-150.5486659513353
466,133,-239.59573536895996
467,107,-131.27322589005993
468,118,-141.18589166309056
469,74,-119.52341419260827
470,74,-199.75751954190864
471,85,-138.6578618898738
472,106,-124.54144434696883
473,74,-109.50434926353036
474,78,-97.12712140684788
475,70,-22.783736850159812
476,103,-174.29742886648168
477,103,-91.98877707084806
478,145,-255.60427789679397
479,67,-88.94992091535566
480,139,-189.85931660201678
481,85,-123.26764934190857
482,115,-131.61695526036897
483,110,-323.27283369224943
484,138,-311.9410990648261
485,139,-267.9594057529953
486,101,-196.12032690101506
487,67,-79.42778696004892
488,97,-279.72956530751173
489,119,-160.06442925023248
490,130,-148.79130280301027
491,80,-105.72667443976356
492,113,-123.8758726757219
493,121,-426.70392335246805
494,109,-258.2520340105313
495,154,-186.50474832021848
496,69,-72.82545590666501
497,81,-121.63770300206387
498,111,-246.49215696583934
499,107,-247.5615088250212
500,85,-226.21887593225682
501,137,-149.70349366026147
502,87,-153.1001840554203
503,94,-195.72808595214687
504,102,-77.4830577306034
505,130,-374.0243403278969
506,80,-99.28782330330787
507,152,-127.24472609141502
508,138,-97.96752838632217
509,85,-171.92992795705507
510,85,-148.4762996255695
511,89,-110.07519683122028
512,105,-175.77832629033134
513,67,-75.40368398928946
514,97,-180.27850284157333
515,66,-75.57508050617534
516,83,-122.24766583323373
517,98,-236.94659218235668
518,81,-127.80110802059876
519,130,-178.49826868146297
520,109,-210.04488110128057
521,127,-91.02885126365007
522,123,-382.67942790205376
523,119,-199.39641524954789
524,113,-140.9637645799508
525,101,-119.31454860080537
526,137,-330.8501807230226
527,66,-44.50861042892133
528,91,-341.9180542096491
529,86,-103.52288987732886
530,114,-129.73193549667982
531,145,-125.16621679795927
532,97,-199.77048386308496
533,67,-81.14010621112328
534,109,-81.60350036394814
535,103,-103.02367522880519
536,130,-131.53856794899815
537,116,-103.27999691350561
538,106,-119.94419557072267
539,144,-83.96669003841609
540,83,-104.13690627779465
541,96,-172.06004361490483
542,65,-149.4183614910859
543,86,-88.8905392560423
544,94,-118.45282573925388
545,120,-276.1960137218231
546,81,-190.08911130790318
547,112,-119.33335532793129
548,81,-22.99130760228394
549,78,-82.63558378887741
550,94,-99.27043018676612
551,67,-93.67921226082014
552,64,-72.45508543117666
553,118,-269.07242939879245
554,128,-229.2212921762611
555,75,-147.4150296791741
556,156,-150.97521272572533
557,158,-90.70706267716086
558,133,12.366803474480122
559,82,-97.87786666774592
560,66,-155.17210105748538
561,90,-47.16041076876392
562,69,-80.92597246752686
563,116,-89.1959758150717
564,111,-248.15308151468693
565,109,-306.86564169015475
566,101,-304.4659799363344
567,113,2.444540017875781
568,66,-81.66799806164715
569,125,-175.0578523955946
570,71,-54.36989228926666
571,125,-128.8623470403985
572,102,-106.52058427797735
573,106,-120.35804089418428
574,124,-224.77842438234768
575,71,-84.91338711594241
576,181,-455.38923498696226
577,109,-349.94046168268994
578,71,-71.43937013978372
579,100,-153.85064066697123
580,110,-136.98753880600106
581,102,-218.0437505499723
582,86,-115.65153130707726
583,112,-205.689716300695
584,99,-215.98740750679207
585,62,-83.00149023099381
586,76,-76.36196036652652
587,78,-80.79920533673635
588,68,-99.58961423500732
589,88,-6.51951730300901
590,124,-410.3458208233221
591,96,-135.93655523481337
592,116,-113.79187911798111
593,96,-72.1569238144512
594,126,2.362519861281271
595,107,-171.18616613109765
596,94,-381.98253040968456
597,89,23.430816061025496
598,75,-94.15132915256532
599,82,-90.68588034032341
600,96,-201.01467380330106
601,115,-177.4295054975925
602,58,-104.65312267470696
603,113,-129.54525226849648
604,132,-339.2137789282542
605,144,-81.19790501717387
606,102,-276.2317277752463
607,112,-132.769230372062
608,73,-107.18736387687103
609,77,-116.41077456636268
610,90,-193.63220405620308
611,100,-236.8985792845953
612,101,-251.98191861456903
613,89,-92.0023828117099
614,73,-108.16436696710032
615,69,-97.83075117592011
616,119,-248.42115153853618
617,148,-100.56818661426983
618,116,-88.48939609170931
619,114,-120.8478774311847
620,106,-86.03267577232715
621,90,-348.8107872096102
622,74,-49.93591831626069
623,102,-81.1486774915129
624,138,-519.9857507296888
625,81,-100.84829964648448
626,101,-130.85498706003838
627,59,-65.97434142972378
628,146,-135.62883086581172
629,97,-198.35010540309742
630,158,-266.16495467340485
631,70,-48.79030025658971
632,76,-53.6999831273997
633,68,-114.68317941396187
634,108,-91.36506143455289
635,70,-144.56429916642958
636,129,-38.57826448976245
637,198,-61.966202103285326
638,154,-340.33825753174557
639,63,-96.89557608269644
640,71,-107.68886088411284
641,65,-71.3056386014012
642,90,-125.8654306324171
643,103,-123.80441155978092
644,87,-44.30220949928702
645,130,-158.14731593183603
646,85,-77.15214905961662
647,122,-176.5233001468282
648,101,-108.59529512154074
649,134,-77.59209689097946
650,93,-133.55247172501663
651,73,-93.80374336318627
652,108,-289.3834796936177
653,130,-243.03351309296775
654,83,-111.67035486422223
655,77,-107.53629752025823
656,97,-235.32924771443365
657,65,-73.99116232491514
658,109,-80.80804329250275
659,110,-192.8148306148971
660,140,-169.79742946322665
661,149,-245.86818187270046
662,109,-161.03914041597082
663,72,-50.535055064466306
664,124,-5.150233251487862
665,95,-95.73286577151814
666,110,-10.800410533753336
667,90,-179.7614286517504
668,132,-201.16550146708266
669,149,-141.44595640788864
670,119,-274.06617231808866
671,60,-68.04178480604017
672,64,-88.12258629161296
673,102,-123.5680283946207
674,129,-91.60520130806593
675,110,-143.5191094482962
676,100,-270.98903893527597
677,81,-146.33384024060152
678,143,-23.135609309765215
679,109,-154.2361098658867
680,87,-78.14581094648705
681,88,-92.2950305929215
682,115,-113.07888902944883
683,114,-163.91668122944168
684,112,-268.53999548242894
685,76,-88.25857305744577
686,128,-108.68406438961229
687,109,-250.54645435369181
688,99,-181.30000117916188
689,92,-56.25502634387226
690,76,-141.69082065467597
691,100,-108.27763530976817
692,126,-179.67720669718477
693,64,-77.49981461228279
694,92,-123.75796761378285
695,105,-139.755299536245
696,112,-126.02878082754248
697,62,-61.119137148348415
698,104,-172.12543882860194
699,77,-97.15145731561289
700,85,-101.7231936616517
701,78,-188.8751495641718
702,86,-95.4057241207117
703,81,-92.27602940065
704,72,-63.519704459408715
705,78,-144.8041904038629
706,125,-290.54641479924373
707,78,-94.23606172331026
708,110,-129.8458040182494
709,110,-116.46197722230383
710,116,-146.6682724826997
711,63,-89.22993866621897
712,73,-50.597021490068826
713,135,-202.03146248974681
714,142,-206.00350650308602
715,147,-107.99916750878538
716,102,-110.73835541597492
717,118,-144.63516643573843
718,86,-121.2350681564953
719,107,-257.6202275123759
720,113,-202.34860258453722
721,161,-106.31081427334283
722,108,-189.09373421736834
723,102,-25.376691281065206
724,82,-90.2230179879053
725,133,-188.98941783679084
726,70,-67.06554268659214
727,87,-91.20439990096364
728,150,-133.24636997526113
729,129,-160.65417951962718
730,126,-58.8493502595676
731,83,-119.15976984861318
732,87,-53.064902743171594
733,99,-167.46248808789755
734,94,-126.9608667842976
735,121,-143.07830463033852
736,88,-101.79245470053769
737,103,-164.59203024293123
738,90,-22.833184078832502
739,88,-99.97314907871619
740,72,-35.782222604788004
741,112,-162.12817729960648
742,88,-129.2498273926157
743,77,-101.50454403361638
744,135,-69.7113897549902
745,126,-105.60020187858208
746,130,-209.7290707200628
747,107,-214.1725158765813
748,122,-188.0443808939326
749,133,-177.7100764578742
750,80,-94.49853847978896
751,80,-130.10864680227186
752,69,-89.724476101892
753,75,-93.7385611537924
754,152,-379.5359435928548
755,75,-136.93468715822027
756,129,-60.560117088296664
757,93,-81.94520335954353
758,163,-25.716089326845704
759,73,-42.79135758286125
760,83,-90.35910962981639
761,88,-91.73974077553564
762,96,-99.88705195127916
763,70,-88.5365840917282
764,135,-88.47183948400293
765,113,-327.93761569628913
766,104,-11.926358673907643
767,101,-129.13333837574433
768,156,-377.53373969243523
769,109,-92.61905504852324
770,107,-280.87391410965927
771,64,-64.47721833181782
772,133,-185.45739542742646
773,66,-109.36847700793842
774,133,-283.6580421598467
775,82,-100.72255078712158
776,69,-70.40218823381606
777,101,-163.65983870713046
778,66,-79.80951090657736
779,113,-184.46160763585425
780,132,-98.43759700450487
781,81,-99.77319500381681
782,128,-189.48922741228643
783,132,-118.00964433111638
784,96,-47.168414741000205
785,116,-380.75224332759205
786,110,-168.46532695321912
787,182,-202.52534664143008
788,126,-172.66301817030802
789,72,-162.01689904307682
790,85,-102.06376401377305
791,82,-85.07269912016375
792,76,-40.35237504237857
793,110,-113.47694191383886
794,130,-130.48345319832467
795,78,-66.78978113428491
796,64,-76.64186355437558
797,118,-232.2143580535932
798,182,-117.11710104103061
799,91,-95.22328753606345
800,114,-136.22357164059224
801,171,-134.26819958413193
802,141,-161.72195422806544
803,97,-55.15654160044407
804,95,-43.707935062088495
805,83,-87.16009895684377
806,137,-157.21022895795008
807,98,-128.40345041927085
808,79,-95.7324484605343
809,81,-115.40239398028179
810,95,-120.18807519510625
811,84,-70.2583922200836
812,113,-132.92774768317304
813,74,-86.53327486286749
814,77,-61.1494067092255
815,104,-95.75216776822646
816,102,-126.94752679061698
817,110,-165.574293982793
818,97,-107.85706788796816
819,94,-91.49350094783611
820,114,-199.48999514882672
821,110,-169.45895572288953
822,115,-107.2916766660272
823,132,-107.64800648877639
824,81,-75.30272124762652
825,84,-417.49206827045043
826,144,-98.53042591150921
827,122,-118.27724896686068
828,89,-183.53324444919764
829,117,-113.44442480210891
830,91,-78.66924522958132
831,62,-92.89671260744784
832,93,-129.56333140338495
833,67,-48.80137175207602
834,87,-68.58430940407939
835,92,-133.62364068624774
836,93,-129.2397253264167
837,69,-34.01935432199372
838,92,-142.2299556653768
839,122,-279.648446874031
840,69,-46.16687090527621
841,95,-110.93957059797012
842,79,-76.896009566455
843,77,-42.54634005112785
844,154,-323.7223605483921
845,119,-202.5250375057868
846,76,-76.4316379810461
847,132,-132.92678663049577
848,117,-137.07298479418708
849,81,-55.71704434976045
850,75,-58.73372542691302
851,107,-147.30764180019847
852,115,-17.126127855052218
853,116,-81.73892276741674
854,98,-275.4610569214375
855,108,-65.02220506537348
856,87,-104.13745870739002
857,77,-100.05805226960123
858,90,-106.30910379038205
859,104,-169.35665198512328
860,86,-79.86953053852588
861,107,-154.72492689670682
862,148,-207.60366803758376
863,99,-247.8385818920879
864,150,-116.76540581425256
865,74,-81.72987096254083
866,97,-70.57241263642008
867,82,-109.29469683431061
868,111,-99.55141091312366
869,74,-52.27232577914837
870,140,-149.2031054516308
871,100,-122.83695259140761
872,145,16.84743340378104
873,154,-318.6331077781588
874,147,-53.94198393635598
875,95,-159.6526065824398
876,139,-137.20088923001268
877,88,-192.21151562938422
878,105,-61.58210224992524
879,138,-142.9526550784244
880,100,-99.55803667083703
881,122,-197.90205270825652
882,137,-231.5468586394429
883,132,-29.829792586083045
884,125,-90.95463772880392
885,110,-89.53936696215294
886,67,-108.92431958165643
887,132,-300.9626444738051
888,158,-287.7436992334988
889,94,-134.88346979716687
890,149,-267.17188073753124
891,157,-205.1932672484926
892,71,-67.2121555700576
893,91,-93.59547123125719
894,144,-154.03235042270947
895,83,-90.8015972420043
896,97,-83.35527857268991
897,116,-246.94323903429822
898,96,-146.88980590575346
899,85,-93.26985211116366
900,66,-139.23878997364207
901,114,-99.03097204173838
902,116,-99.47711351225007
903,112,-115.78672182871118
904,104,-255.56881118315798
905,76,-76.15808595322952
906,71,-71.36950007188956
907,91,-109.40970168874782
908,188,-343.80677549489036
909,80,-99.07451316393637
910,109,-159.84432699266824
911,187,-383.5561934175757
912,80,-87.57702460245577
913,96,-106.5831137124447
914,119,-89.90361344720478
915,163,-127.35048658405927
916,79,-58.38838536302353
917,96,-183.51339593999063
918,118,-202.38943826253472
919,74,-247.16470161463533
920,77,-87.4025663960049
921,85,-177.0924840592452
922,81,-47.06786002380941
923,82,-57.66896069464282
924,86,-54.949796500683306
925,111,-128.7065967581893
926,85,-85.92031555464067
927,80,-72.32404335028552
928,114,-58.78294089544194
929,161,10.72389662489985
930,144,-71.66202012391061
931,85,-112.457426144405
932,142,-4.03761152418592
933,87,-107.80514915272877
934,113,-232.80858646985868
935,155,-314.59819591842404
936,74,-90.88318705065498
937,80,-83.33376715260067
938,76,-56.82775290985187
939,123,-128.0277357128352
940,137,-97.2388090729646
941,76,-94.09853241198975
942,111,-262.60352605205924
943,109,-138.3379023558638
944,140,-147.42527112320494
945,154,-120.38209407361722
946,99,-154.94297288733395
947,90,-115.16045283003876
948,163,-35.5266064986441
949,127,-163.1726446579744
950,121,-118.08484823829349
951,109,-214.20660530416598
952,121,-56.361537015901504
953,134,-136.8174491644513
954,78,-74.08674369203476
955,156,-133.69420566002566
956,74,-40.00388419862955
957,129,-139.0665930717522
958,80,-163.13916443328273
959,176,-232.48180290333306
960,83,-163.75009369559038
961,73,-51.739642926617485
962,300,28.312909364269448
963,117,-48.672738988874485
964,74,-73.85906814877038
965,68,-68.7680261495135
966,127,-150.331197737636
967,121,-177.2625639716228
968,99,-54.698440343174646
969,86,-120.56142847941577
970,131,-164.03091048932134
971,94,-65.29758020337174
972,133,-59.522785722210095
973,74,-46.812160115171714
974,162,-82.9933316060629
975,70,-88.66588805682802
976,77,-65.69440005336403
977,113,-100.58347711137131
978,113,-210.5278929394173
979,79,-87.27586854259384
980,149,-49.254662466364984
981,108,-24.391568788194974
982,106,-302.54308697655335
983,97,-75.3251974400299
984,84,-11.558146730523859
985,83,-27.736222448237697
986,110,-94.9441008356684
987,144,-216.2687184653812
988,81,-19.722185398799283
989,92,-141.9353052962344
990,92,-106.63023052410828
991,109,-98.23044165177286
992,148,-68.86903842418091
993,109,-79.95121938351332
994,83,-81.7722679897665
995,105,-186.20845806892697
996,122,-257.178809883609
997,112,-106.90863924827019
998,148,-109.05344488093542
999,133,-117.5586389800771
1000,110,-98.18309776387855
1001,84,-89.68014787856734
1002,137,-317.4289283974669
1003,74,-89.05351261877372
1004,74,-92.78705261571567
1005,135,-121.39095440688642
1006,86,-103.04460009780355
1007,122,-101.05053972256137
1008,166,-105.55259853115686
1009,102,-97.65473068485706
1010,139,-13.00058682617562
1011,173,-118.97154670282609
1012,72,-64.7503238098216
1013,145,-143.28979168467595
1014,201,-62.125975133087394
1015,99,-43.1672315389864
1016,150,-203.5239661160216
1017,96,-121.82664427666779
1018,127,-153.8038367055448
1019,94,-223.71881773450588
1020,156,-250.8801430264321
1021,99,-104.20122058090729
1022,153,-65.01316017347175
1023,100,-101.47870037722053
1024,104,-118.18283920152628
1025,186,-87.46430220637149
1026,148,-72.47206122559072
1027,137,-404.45412691129707
1028,77,-106.3158897595652
1029,106,-155.25726223348926
1030,85,-100.78383401202693
1031,88,-64.40122424200544
1032,125,-138.76418252407197
1033,132,-139.29581058103633
1034,100,-110.9678689339979
1035,74,-63.002713637222534
1036,101,-34.16801963185553
1037,108,-116.42801526426089
1038,72,-84.49666279002071
1039,112,-169.70365026921655
1040,75,-81.09174260427079
1041,105,-137.56260931498747
1042,100,-174.0645162315874
1043,132,-281.08949638222236
1044,117,-86.66731930167148
1045,92,-55.450322040329205
1046,132,-135.13339915279576
1047,91,-116.08313069087781
1048,100,-228.94049018132097
1049,155,-72.19487618076559
1050,108,-90.47677703516221
1051,120,-345.85804185592326
1052,118,-128.2982675643217
1053,139,-54.20153513241908
1054,137,-95.56139039429773
1055,161,-267.186362496298
1056,145,-107.89280903492663
1057,142,-159.701531981732
1058,97,-73.5088639467981
1059,90,-74.84989828003974
1060,113,-43.06570570163129
1061,164,-235.7384496580613
1062,68,-35.646903023644626
1063,82,-78.8227319969121
1064,98,-340.01233507395966
1065,121,-48.259618710277564
1066,94,-122.19994135303277
1067,99,-210.35008021616872
1068,82,-180.82739862746666
1069,102,-140.78962499044576
1070,93,34.786940867905116
1071,106,-86.57029791520755
1072,102,-119.63751625389034
